GeneID	Locus.ID	Accession	HCT-116 Z-score	HKE-3 Z-score	D Z-score
FLJ10134	55076	NM_018004	3.29	1.69	1.6
MYH4	4622	NM_017533	1.65	0.05	1.6
GATS	352954	NM_178831	4.07	2.48	1.59
KERA	11081	NM_007035	5.36	3.77	1.59
AGTRAP	57085	NM_020350	1.52	-0.07	1.59
FAAH	2166	NM_001441	0.31	-1.28	1.59
DNCH1	1778	NM_001376	0.23	-1.36	1.59
FN3KRP	79672	NM_024619	5.01	3.42	1.59
NTHL1	4913	NM_002528	0.77	-0.82	1.59
DVL2	1856	NM_004422	3.59	2.01	1.58
DNAJA2	10294	NM_005880	2.71	1.13	1.58
RBBP7	5931	NM_002893	2.23	0.65	1.58
BACH2	60468	NM_021813	2.21	0.63	1.58
BCKDHB	594	NM_000056	0.7	-0.88	1.58
HES6	55502	NM_018645	3.82	2.24	1.58
REN	5972	NM_000537	1.43	-0.14	1.57
ATF6	22926	NM_007348	2.28	0.71	1.57
DDC	1644	NM_000790	1	-0.56	1.56
NDUFS4	4724	NM_002495	1.76	0.2	1.56
ELK1	2002	NM_005229	1.11	-0.45	1.56
GFI1	2672	NM_005263	1.92	0.36	1.56
SP4	6671	NM_003112	0.89	-0.67	1.56
UGT2B4	7363	NM_021139	1.91	0.35	1.56
DLD	1738	NM_000108	1.05	-0.51	1.56
RARG	5916	NM_000966	3.3	1.74	1.56
RBBP9	10741	NM_006606	3.42	1.86	1.56
CNOT3	4849	NM_014516	3.34	1.78	1.56
CHKA	1119	NM_001277	2.81	1.26	1.55
FOXD1	2297	NM_004472	1.1	-0.45	1.55
LOXL3	84695	NM_032603	0.19	-1.36	1.55
TRPV3	162514	NM_145068	1.39	-0.16	1.55
OPTN	10133	NM_021980	3.79	2.24	1.55
HOXD13	3239	NM_000523	2.9	1.35	1.55
EIF3S5	8665	NM_003754	1.42	-0.13	1.55
EEF2K	29904	NM_013302	2.21	0.67	1.54
CRYBA4	1413	NM_001886	1.82	0.28	1.54
PLA2R1	22925	NM_007366	2.83	1.29	1.54
BAAT	570	NM_001701	3.06	1.52	1.54
THY1	7070	NM_006288	1.2	-0.34	1.54
ASB2	51676	NM_016150	1.94	0.41	1.53
CCNA2	890	NM_001237	2.04	0.51	1.53
OVCA2	124641	NM_080822	1.08	-0.45	1.53
CDC26	246184	NM_139286	2.99	1.47	1.52
ELAC2	60528	NM_018127	1.32	-0.2	1.52
PTDSR	23210	NM_015167	5.14	3.62	1.52
KLF16	83855	NM_031918	3.66	2.15	1.51
PLOD	5351	NM_000302	0.76	-0.75	1.51
MTBP	27085	NM_022045	1.97	0.46	1.51
AKNA	80709	NM_030767	2.71	1.2	1.51
FECH	2235	NM_000140	0.38	-1.13	1.51
GAD1	2571	NM_000817	0.82	-0.68	1.5
TFB1M	51106	NM_016020	0.9	-0.6	1.5
DNCL2B	83657	NM_130897	1.07	-0.43	1.5
HOXD8	3234	NM_019558	0.44	-1.06	1.5
TFAP2A	7020	NM_003220	0.65	-0.85	1.5
PLA2G2E	30814	NM_014589	2.17	0.67	1.5
TCAP	8557	NM_003673	4.31	2.81	1.5
MIA	8190	NM_006533	4.45	2.96	1.49
GUCY1A3	2982	NM_000856	0.47	-1.02	1.49
CGA	1081	NM_000735	3.33	1.84	1.49
RYR1	6261	NM_000540	1.34	-0.15	1.49
TUBA3	7846	NM_006009	0.74	-0.75	1.49
RAB7L1	8934	NM_003929	1.27	-0.22	1.49
IRX4	50805	NM_016358	2.11	0.62	1.49
ALPL	249	NM_000478	3.28	1.79	1.49
ST14	6768	NM_021978	1.01	-0.47	1.48
PDLIM7	9260	NM_005451	3.75	2.27	1.48
TBX21	30009	NM_013351	1.14	-0.34	1.48
CREBBP	1387	NM_004380	0.01	-1.47	1.48
SERPINA5	5104	NM_000624	-0.13	-1.61	1.48
SLPI	6590	NM_003064	0.47	-1.01	1.48
E2F3	1871	NM_001949	2.22	0.75	1.47
SGPP1	81537	NM_030791	0.77	-0.7	1.47
CLC	23529	NM_013246	2.19	0.72	1.47
PCDHA2	56146	NM_018905	0.88	-0.59	1.47
IPF1	3651	NM_000209	0.77	-0.7	1.47
PCDHA9	9752	NM_014005	0.6	-0.86	1.46
BAPX1	579	NM_001189	1.92	0.46	1.46
TCF1	6927	NM_000545	0.24	-1.22	1.46
TPD52L1	7164	NM_003287	1.31	-0.15	1.46
ACTB	60	NM_001101	2.03	0.57	1.46
CCL3	6348	NM_002983	1.84	0.39	1.45
PDE8B	8622	NM_003719	0.81	-0.64	1.45
CTBP2	1488	NM_001329	0.72	-0.73	1.45
CYB5R2	51700	NM_016229	1.5	0.05	1.45
FGD1	2245	NM_004463	0.51	-0.94	1.45
SIRT1	23411	NM_012238	0.2	-1.25	1.45
RPS6KA4	8986	NM_003942	3.92	2.48	1.44
CTSC	1075	NM_001814	0.38	-1.06	1.44
CHD4	1108	NM_001273	3.02	1.58	1.44
CNTNAP3	79937	NM_033655	2.02	0.58	1.44
C8A	731	NM_000562	1.23	-0.21	1.44
PSCD4	27128	NM_013385	2.27	0.83	1.44
STAC	6769	NM_003149	1.91	0.47	1.44
NCKIPSD	51517	NM_016453	0.63	-0.81	1.44
FOSB	2354	NM_006732	1.43	-0.01	1.44
NCBP1	4686	NM_002486	0.43	-1.01	1.44
BCKDHA	593	NM_000709	2.96	1.52	1.44
MOCS1	4337	NM_005943	2.25	0.82	1.43
MAOB	4129	NM_000898	1.78	0.35	1.43
VTN	7448	NM_000638	0.6	-0.83	1.43
DLX6	1750	XM_376652	1.23	-0.2	1.43
PNUTL1	5413	NM_002688	2.11	0.68	1.43
GATA1	2623	NM_002049	3.74	2.32	1.42
ADAMTS6	11174	NM_014273	1.09	-0.33	1.42
HLCS	3141	NM_000411	0.84	-0.58	1.42
SPAG6	9576	NM_012443	1.39	-0.03	1.42
RAC3	5881	NM_005052	1.7	0.28	1.42
ZNF281	23528	NM_012482	1.54	0.12	1.42
B4GALT1	2683	NM_001497	0.68	-0.74	1.42
THBS3	7059	NM_007112	1.53	0.11	1.42
LGP2	79132	NM_024119	1.07	-0.35	1.42
PLA2G7	7941	NM_005084	-0.02	-1.44	1.42
C9ORF96	169436	XM_291304	2.25	0.84	1.41
CDC5L	988	NM_001253	1.27	-0.14	1.41
CHIT1	1118	NM_003465	0.5	-0.91	1.41
ARHGAP26	23092	NM_015071	0.35	-1.06	1.41
TIMP2	7077	NM_003255	0.36	-1.05	1.41
NAT8	9027	NM_003960	1.26	-0.15	1.41
IGFBP3	3486	NM_000598	1.21	-0.2	1.41
PCNA	5111	NM_002592	0.59	-0.82	1.41
RPL32	6161	NM_000994	1.56	0.16	1.4
MMP28	79148	NM_024302	1.31	-0.09	1.4
NOS2A	4843	NM_000625	2.45	1.05	1.4
LIPA	3988	NM_000235	0.82	-0.58	1.4
GLI4	2738	NM_138465	1.69	0.29	1.4
EIF3S8	8663	NM_003752	4.77	3.37	1.4
GSTA1	2938	NM_145740	0.66	-0.73	1.39
LGALS3BP	3959	NM_005567	2.35	0.96	1.39
GJB6	10804	NM_006783	2.22	0.83	1.39
S100A4	6275	NM_002961	1.37	-0.02	1.39
TRO	7216	NM_016157	1.01	-0.38	1.39
FOXA1	3169	NM_004496	2.62	1.23	1.39
CYP2C19	1557	NM_000769	0.39	-1	1.39
AHRR	57491	NM_020731	0.75	-0.64	1.39
C4B	721	NM_000592	1.4	0.01	1.39
RRAS	6237	NM_006270	1.17	-0.22	1.39
PDE8A	5151	NM_002605	0.19	-1.2	1.39
IFI44	10561	NM_006417	1.35	-0.03	1.38
CHRM3	1131	NM_000740	3.09	1.71	1.38
CCNT2	905	NM_058241	1.67	0.29	1.38
P2RXL1	9127	NM_005446	3.05	1.67	1.38
SH2D3A	10045	NM_005490	1.02	-0.36	1.38
FOXG1B	2290	NM_005249	1.41	0.03	1.38
UGT2B15	7366	NM_001076	1.2	-0.18	1.38
CTNNA3	29119	NM_013266	1.52	0.14	1.38
ATP7B	540	NM_000053	0.55	-0.83	1.38
FGFRL1	53834	NM_021923	1.51	0.14	1.37
SYNCRIP	10492	NM_006372	1.58	0.21	1.37
NFIA	4774	NM_005595	1.29	-0.08	1.37
EYA3	2140	NM_001990	0.92	-0.45	1.37
FDFT1	2222	NM_004462	0.68	-0.69	1.37
RAB6B	51560	NM_016577	0.01	-1.36	1.37
AKAP7	9465	NM_004842	2.01	0.64	1.37
FNTB	2342	NM_002028	1.32	-0.04	1.36
MGC7036	196383	NM_145058	2.52	1.16	1.36
RPL10	6134	NM_006013	1.31	-0.05	1.36
SLC43A1	8501	NM_003627	1.12	-0.24	1.36
CBFA2T1	862	NM_004349	1.12	-0.24	1.36
CUTL1	1523	NM_001913	0.91	-0.45	1.36
RPL5	6125	NM_000969	2.15	0.79	1.36
SRP72	6731	NM_006947	2.09	0.73	1.36
AKAP8L	26993	NM_014371	0.88	-0.48	1.36
ATP8A1	10396	NM_006095	0.65	-0.71	1.36
GSTZ1	2954	NM_001513	0.14	-1.22	1.36
RGS16	6004	NM_002928	3.33	1.98	1.35
EGLN1	54583	NM_022051	0.3	-1.05	1.35
IGLJ3	28831	BC007782	0.54	-0.81	1.35
PCDH12	51294	NM_016580	1.55	0.2	1.35
RAB30	27314	NM_014488	0.29	-1.06	1.35
KIAA0703	9914	NM_014861	0.04	-1.31	1.35
HTATIP	10524	NM_182710	1.07	-0.28	1.35
GPR8	2832	NM_005286	1.65	0.3	1.35
WDR5	11091	NM_017588	1.16	-0.19	1.35
NDP	4693	NM_000266	4.53	3.19	1.34
DCI	1632	NM_001919	1.54	0.2	1.34
PELP1	27043	NM_014389	1.76	0.42	1.34
ADH6	130	NM_000672	-0.16	-1.5	1.34
CD79A	973	NM_001783	3.23	1.89	1.34
FLJ25952	253832	NM_153251	0.85	-0.49	1.34
TLE4	7091	NM_007005	1.68	0.34	1.34
PMM2	5373	NM_000303	1.07	-0.26	1.33
RPS29	6235	NM_001032	1.97	0.64	1.33
UBE2I	7329	NM_003345	0.37	-0.96	1.33
RUVBL2	10856	NM_006666	0.82	-0.51	1.33
AAK1	22848	NM_014911	1.89	0.56	1.33
DEK	7913	NM_003472	0.2	-1.13	1.33
PLK1	5347	NM_005030	4.26	2.93	1.33
RPS5	6193	NM_001009	3.93	2.61	1.32
P38IP	55578	NM_017569	1.23	-0.09	1.32
ACY1	95	NM_000666	2.87	1.55	1.32
ARHGDIB	397	NM_001175	0	-1.32	1.32
BICD2	23299	NM_015250	2.4	1.08	1.32
TPR	7175	NM_003292	0.58	-0.74	1.32
CSTB	1476	NM_000100	0.96	-0.36	1.32
CINP	51550	NM_032630	5.04	3.73	1.31
TTK	7272	NM_003318	2.33	1.02	1.31
HMBS	3145	NM_000190	0.86	-0.45	1.31
CD164	8763	NM_006016	2.18	0.87	1.31
SFRS3	6428	NM_003017	0.3	-1.01	1.31
LIPC	3990	NM_000236	1.05	-0.26	1.31
S100A6	6277	NM_014624	4.61	3.31	1.3
KIAA0433	23262	NM_015216	1.29	-0.01	1.3
KLK3	354	NM_001648	0.8	-0.5	1.3
DLEU2	8847	NM_006021	1.04	-0.26	1.3
RPS9	6203	NM_001013	1.25	-0.05	1.3
CCT3	7203	NM_005998	0.32	-0.98	1.3
ATF7	11016	NM_006856	0.91	-0.39	1.3
BHLHB2	8553	NM_003670	1.06	-0.24	1.3
FOXM1	2305	NM_021953	0.91	-0.39	1.3
MEOX2	4223	NM_005924	2.29	0.99	1.3
KLC2	64837	NM_022822	0.54	-0.76	1.3
MYOCD	93649	NM_153604	0.47	-0.83	1.3
PSMD2	5708	NM_002808	0.6	-0.7	1.3
UROD	7389	NM_000374	1.89	0.59	1.3
APOBEC3G	60489	NM_021822	2.28	0.98	1.3
ABCG2	9429	NM_004827	0.61	-0.69	1.3
SHMT2	6472	NM_005412	2.48	1.19	1.29
HSPB3	8988	NM_006308	3.45	2.16	1.29
39325	55752	NM_018243	1.84	0.55	1.29
XRCC1	7515	NM_006297	3.17	1.88	1.29
SAP18	10284	NM_005870	1.02	-0.27	1.29
CAPNS1	826	NM_001749	1.43	0.14	1.29
POLA	5422	NM_016937	-0.21	-1.5	1.29
GDI1	2664	NM_001493	1.25	-0.04	1.29
MAN2A1	4124	NM_002372	1.13	-0.16	1.29
KIF1B	23095	NM_015074	2.57	1.28	1.29
CRLF1	9244	NM_004750	2.4	1.11	1.29
MLL3	58508	NM_021230	1.57	0.29	1.28
SMC4L1	10051	NM_005496	1.04	-0.24	1.28
LGR7	59350	NM_021634	2.4	1.12	1.28
KIF11	3832	NM_004523	4.13	2.85	1.28
PGR	5241	NM_000926	2.57	1.29	1.28
CCL17	6361	NM_002987	2.47	1.2	1.27
GBA	2629	NM_000157	1.06	-0.21	1.27
PNMT	5409	NM_002686	2.83	1.56	1.27
CRADD	8738	NM_003805	0.69	-0.58	1.27
ETS1	2113	NM_005238	0.58	-0.69	1.27
MEIS2	4212	NM_020149	1.02	-0.25	1.27
PAX7	5081	NM_002584	3.06	1.79	1.27
THOC1	9984	NM_005131	0.57	-0.7	1.27
ADAM10	102	NM_001110	-0.16	-1.43	1.27
CORO2A	7464	NM_003389	2.78	1.51	1.27
DDEF2	8853	NM_003887	-0.11	-1.38	1.27
IGKC	3514	AF113887	1.02	-0.24	1.26
PROM1	8842	NM_006017	0.93	-0.33	1.26
SVIL	6840	NM_003174	2.04	0.78	1.26
HOXD9	3235	NM_014213	1.32	0.06	1.26
NKX6-2	84504	NM_177400	1.57	0.31	1.26
TAF5	6877	NM_006951	-0.02	-1.28	1.26
ARL4A	10124	NM_005738	0.22	-1.04	1.26
SERTAD2	9792	XM_376059	1.43	0.17	1.26
ENTPD1	953	NM_001776	1.03	-0.23	1.26
TUBD1	51174	NM_016261	0.47	-0.79	1.26
BCAR1	9564	NM_014567	1.66	0.4	1.26
DYSF	8291	NM_003494	2.57	1.31	1.26
CDC23	8697	NM_004661	0.21	-1.04	1.25
DAO	1610	NM_001917	1.22	-0.03	1.25
FUT6	2528	NM_000150	0.18	-1.07	1.25
MAP3K7IP2	23118	NM_015093	1.2	-0.05	1.25
WASPIP	7456	NM_003387	0.72	-0.53	1.25
ANKK1	255239	NM_178510	2.28	1.03	1.25
CRYBB1	1414	NM_001887	4.11	2.87	1.24
BACH	11332	NM_007274	1.61	0.37	1.24
MPI	4351	NM_002435	0.12	-1.12	1.24
CHI3L2	1117	NM_004000	0.45	-0.79	1.24
IDUA	3425	NM_000203	1.19	-0.05	1.24
SMAD9	4093	NM_005905	2.44	1.2	1.24
RASGRP1	10125	NM_005739	1.74	0.5	1.24
EIF3S9	8662	NM_003751	0.97	-0.27	1.24
PRND	23627	NM_012409	2.87	1.64	1.23
ECE2	9718	NM_014693	1.33	0.1	1.23
FOLH1	2346	NM_004476	0.53	-0.7	1.23
PON3	5446	NM_000940	1.55	0.32	1.23
IL9R	3581	NM_002186	2.81	1.58	1.23
PECI	10455	NM_006117	0.95	-0.28	1.23
CIZ1	25792	NM_012127	1.93	0.7	1.23
PRG3	10394	NM_006093	0.19	-1.04	1.23
RAPGEF1	2889	NM_005312	-0.06	-1.29	1.23
PPP2R3A	5523	NM_002718	1.03	-0.2	1.23
SUPT6H	6830	NM_003170	0.48	-0.75	1.23
SRCRB4D	136853	NM_080744	2.44	1.21	1.23
HSBP1	3281	NM_001537	-0.36	-1.58	1.22
UEV3	55293	NM_018314	1.79	0.57	1.22
NEU1	4758	NM_000434	2.54	1.32	1.22
PDE4B	5142	NM_002600	0.08	-1.14	1.22
BCL3	602	NM_005178	2.25	1.03	1.22
BAZ1B	9031	NM_023005	1.4	0.18	1.22
SIX4	51804	NM_017420	0.62	-0.6	1.22
TBX22	50945	NM_016954	0.33	-0.89	1.22
UBD	10537	NM_006398	1.05	-0.17	1.22
HDAC9	9734	NM_058176	0.23	-0.99	1.22
LTBP1	4052	NM_000627	-0.42	-1.64	1.22
CCL4	6351	NM_002984	1.62	0.41	1.21
CREBL1	1388	NM_004381	2.72	1.51	1.21
RGS19IP1	10755	NM_005716	1.31	0.1	1.21
EIF2B1	1967	NM_001414	1.81	0.6	1.21
FOXJ3	22887	NM_014947	3.11	1.9	1.21
PKD1	5310	NM_000296	1.83	0.62	1.21
SPO11	23626	NM_012444	1.2	-0.01	1.21
ASMT	438	NM_004043	1.25	0.04	1.21
GDI2	2665	NM_001494	-0.17	-1.38	1.21
GPR111	222611	NM_153839	2.24	1.04	1.2
TNPO1	3842	NM_002270	1.91	0.71	1.2
TADA2L	6871	NM_001488	0.21	-0.99	1.2
STS	412	NM_000351	0.37	-0.83	1.2
IL1F5	26525	NM_012275	2.6	1.41	1.19
FGF18	8817	NM_003862	2.43	1.24	1.19
FLJ21019	79990	NM_024927	1.36	0.17	1.19
PDE3B	5140	NM_000922	1.04	-0.15	1.19
RPS4X	6191	NM_001007	1.15	-0.04	1.19
BIRC7	79444	NM_022161	0.58	-0.61	1.19
FOXN1	8456	NM_003593	0.4	-0.79	1.19
NKX2-2	4821	NM_002509	1.94	0.75	1.19
RAP2A	5911	NM_021033	0.27	-0.92	1.19
CD200R	131450	NM_138806	0.33	-0.86	1.19
C16ORF7	9605	NM_004913	1.8	0.62	1.18
CDK5RAP2	55755	NM_018249	1.62	0.44	1.18
SERPINE2	5270	NM_006216	2.06	0.88	1.18
PL6	11070	NM_007024	-0.13	-1.31	1.18
KPNA5	3841	NM_002269	1.17	-0.01	1.18
KRT9	3857	NM_000226	1.88	0.7	1.18
S100A12	6283	NM_005621	1.27	0.09	1.18
RAMP	51514	NM_016448	1.25	0.07	1.18
CIRBP	1153	NM_001280	1.16	-0.02	1.18
TBDN100	80155	NM_057175	0.03	-1.15	1.18
TREM2	54209	NM_018965	4.42	3.24	1.18
CTH	1491	NM_001902	0.23	-0.94	1.17
HADHSC	3033	NM_005327	0.56	-0.61	1.17
NIT2	56954	NM_020202	0.65	-0.52	1.17
PCBD	5092	NM_000281	3.04	1.87	1.17
RHD	6007	NM_016124	1.25	0.08	1.17
CETN3	1070	NM_004365	0.68	-0.49	1.17
PCDH16	8642	NM_003737	0.46	-0.71	1.17
HESX1	8820	NM_003865	0.69	-0.48	1.17
HRAS	3265	NM_005343	0.14	-1.03	1.17
DCXR	51181	NM_016286	0.04	-1.12	1.16
MLC1	23209	NM_015166	1.09	-0.07	1.16
ZNF174	7727	NM_003450	0.26	-0.9	1.16
MST1	4485	NM_020998	1.8	0.64	1.16
ATP2A1	487	NM_004320	0.66	-0.5	1.16
HOXC11	3227	NM_014212	0.22	-0.94	1.16
TFDP1	7027	NM_007111	0.22	-0.94	1.16
RAB28	9364	NM_004249	0.03	-1.13	1.16
ADK	132	NM_001123	2.64	1.49	1.15
CNOT2	4848	NM_014515	2.2	1.05	1.15
COL2A1	1280	NM_001844	1.1	-0.05	1.15
AVEN	57099	NM_020371	1.05	-0.1	1.15
PCDHB5	26167	NM_015669	1.06	-0.09	1.15
H2AFY	9555	NM_004893	0.41	-0.74	1.15
C7	730	NM_000587	0.96	-0.19	1.15
ETV5	2119	NM_004454	1.9	0.75	1.15
FANCE	2178	NM_021922	3.79	2.64	1.15
ARFIP2	23647	NM_012402	0.55	-0.6	1.15
GAN	8139	NM_022041	-0.02	-1.17	1.15
NMI	9111	NM_004688	-0.06	-1.21	1.15
POU3F1	5453	NM_002699	1.97	0.82	1.15
TOP2B	7155	NM_001068	-0.1	-1.25	1.15
TREX1	11277	NM_032166	0.49	-0.66	1.15
KRT3	3850	NM_057088	3.2	2.06	1.14
BASE	317716	NM_173859	0.46	-0.68	1.14
PRPF31	26121	NM_015629	1.37	0.23	1.14
SETDB1	9869	NM_012432	1.09	-0.05	1.14
APOL4	80832	NM_030643	0.74	-0.4	1.14
SMAD2	4087	NM_005901	1.53	0.39	1.14
TBX2	6909	NM_005994	-0.17	-1.31	1.14
DUSTYPK	25778	XM_290898	0.23	-0.91	1.14
AURKB	9212	NM_004217	1.21	0.07	1.14
HSD17B12	51144	NM_016142	0.15	-0.99	1.14
PTDSS1	9791	NM_014754	0.16	-0.98	1.14
EGFL6	25975	NM_015507	2.44	1.3	1.14
PGDS	27306	NM_014485	0.94	-0.2	1.14
TIAL1	7073	NM_003252	0.29	-0.85	1.14
OGT	8473	NM_181672	0.17	-0.97	1.14
CACNA1A	773	NM_000068	4.13	2.99	1.14
CGI-14	51005	NM_015944	2.24	1.11	1.13
ABCC3	8714	NM_003786	0.93	-0.2	1.13
WDR7	23335	NM_015285	1.35	0.22	1.13
ZMPSTE24	10269	NM_005857	1.34	0.21	1.13
TMEM5	10329	NM_014254	1.37	0.24	1.13
CPS1	1373	NM_001875	0.2	-0.93	1.13
GPI	2821	NM_000175	0.02	-1.11	1.13
ACVR1C	130399	NM_145259	1.97	0.84	1.13
CTSD	1509	NM_001909	-0.07	-1.2	1.13
SULF2	55959	NM_018837	0.49	-0.64	1.13
ANAPC2	29882	NM_013366	2.17	1.04	1.13
CDC91L1	128869	NM_080476	0.16	-0.97	1.13
SMYD2	56950	NM_020197	0.16	-0.97	1.13
MAFB	9935	NM_005461	0.16	-0.97	1.13
NEO1	4756	NM_002499	0.44	-0.69	1.13
BTF3L1	690	NM_001208	1.17	0.04	1.13
CAPN2	824	NM_001748	-0.02	-1.15	1.13
IFNW1	3467	NM_002177	1.36	0.24	1.12
RPS16	6217	NM_001020	1.87	0.75	1.12
RASL11B	65997	NM_023940	0.44	-0.68	1.12
POU1F1	5449	NM_000306	0.99	-0.13	1.12
TFAP2BL1	83741	NM_172238	0.74	-0.38	1.12
F9	2158	NM_000133	0.22	-0.9	1.12
MMP21	118856	NM_147191	0.42	-0.7	1.12
IL21R	50615	NM_021798	1.92	0.8	1.12
TNS	7145	NM_022648	0.71	-0.41	1.12
ERN1	2081	NM_001433	4.31	3.19	1.12
NRIP2	83714	NM_031474	2.74	1.63	1.11
TP53I3	9540	NM_004881	2.27	1.16	1.11
TNFAIP8	25816	NM_014350	1.08	-0.03	1.11
LMO1	4004	NM_002315	0.79	-0.32	1.11
ONECUT2	9480	NM_004852	2.52	1.41	1.11
SOX9	6662	NM_000346	1.86	0.75	1.11
PTGER4	5734	NM_000958	3.23	2.12	1.11
BF	629	NM_001710	0.41	-0.7	1.11
GFER	2671	NM_005262	2.9	1.79	1.11
HTPAP	84513	NM_032483	2.82	1.71	1.11
PEX3	8504	NM_003630	1.17	0.06	1.11
JUNB	3726	NM_002229	2.9	1.79	1.11
RIT2	6014	NM_002930	0.42	-0.69	1.11
BDH	622	NM_004051	0.52	-0.58	1.1
SMPD1	6609	NM_000543	1.1	0	1.1
BASP1	10409	NM_006317	2.45	1.35	1.1
WIT-1	51352	NM_015855	1.23	0.13	1.1
POMZP3	22932	NM_152992	1.86	0.76	1.1
ERAF	51327	NM_016633	0.78	-0.32	1.1
PINX1	54984	NM_017884	0.93	-0.17	1.1
IFIT5	24138	NM_012420	1.38	0.28	1.1
UGT1A9	54600	NM_021027	-0.09	-1.19	1.1
TARBP1	6894	NM_005646	-0.31	-1.41	1.1
GTF3C4	9329	NM_012204	0.16	-0.94	1.1
EFNA3	1944	NM_004952	0.16	-0.93	1.09
CACNA1C	775	NM_000719	1.78	0.69	1.09
RPIP8	10900	NM_006695	0.9	-0.19	1.09
AIF1	199	NM_001623	2.43	1.34	1.09
VIL2	7430	NM_003379	0.91	-0.18	1.09
ZNF482	10773	NM_006626	1.31	0.22	1.09
NANOG	79923	NM_024865	1	-0.09	1.09
TGFA	7039	NM_003236	-0.47	-1.56	1.09
COX10	1352	NM_001303	0.24	-0.85	1.09
GGPS1	9453	NM_004837	1.48	0.39	1.09
CCL26	10344	NM_006072	2.34	1.25	1.09
SPAG9	9043	NM_003971	0.38	-0.71	1.09
CGGBP1	8545	NM_003663	1.77	0.68	1.09
SERPINA6	866	NM_001756	0.83	-0.26	1.09
TCEA2	6919	NM_003195	0.62	-0.47	1.09
TFAP2B	7021	NM_003221	-0.34	-1.43	1.09
VAMP8	8673	NM_003761	-0.57	-1.66	1.09
SUV39H2	79723	NM_024670	0.26	-0.83	1.09
MGST2	4258	NM_002413	1.68	0.59	1.09
RASGRF1	5923	NM_002891	-0.6	-1.69	1.09
SPTA1	6708	NM_003126	1.44	0.36	1.08
S100A2	6273	NM_005978	0.87	-0.21	1.08
ZNF44	51710	NM_016264	1.01	-0.07	1.08
RAD50	10111	NM_005732	0.16	-0.92	1.08
OASL	8638	NM_003733	0.42	-0.66	1.08
NTF3	4908	NM_002527	2.57	1.49	1.08
CFL1	1072	NM_005507	2.13	1.05	1.08
GPR42	2866	NM_005305	1.11	0.04	1.07
UBE2G2	7327	NM_003343	0.64	-0.43	1.07
SI	6476	NM_001041	0.33	-0.74	1.07
SPRY1	10252	NM_005841	0.15	-0.92	1.07
RPS19	6223	NM_001022	1.42	0.35	1.07
WDR8	49856	NM_017818	1.44	0.37	1.07
M17S2	4077	NM_005899	2.07	1	1.07
SRF	6722	NM_003131	0.94	-0.13	1.07
RAD51L1	5890	NM_002877	1.46	0.39	1.07
TNK1	8711	NM_003985	2.41	1.35	1.06
C9ORF125	84302	NM_032342	1.56	0.5	1.06
WFS1	7466	NM_006005	0.13	-0.93	1.06
TF	7018	NM_001063	1.3	0.24	1.06
FOXO1A	2308	NM_002015	0.67	-0.39	1.06
HOXD12	3238	NM_021193	0.72	-0.34	1.06
SPATA3	130560	NM_139073	2.41	1.35	1.06
DLC2	140735	NM_080677	0.23	-0.83	1.06
TACR2	6865	NM_001057	1.06	0.01	1.05
NRP1	8829	NM_003873	0.08	-0.97	1.05
KIF21A	55605	NM_017641	1.79	0.74	1.05
CRYGS	1427	NM_017541	0.1	-0.95	1.05
EYA2	2139	NM_005244	1.84	0.79	1.05
LRP11	84918	NM_032832	1.33	0.28	1.05
LTA4H	4048	NM_000895	0.51	-0.54	1.05
PDAP1	11333	NM_014891	1.01	-0.04	1.05
SSRP1	6749	NM_003146	1.56	0.51	1.05
FRS2	10818	NM_006654	0	-1.05	1.05
CTSL	1514	NM_001912	0.57	-0.48	1.05
AOF2	23028	NM_015013	0.36	-0.69	1.05
MAPRE1	22919	NM_012325	0.36	-0.69	1.05
RANBP2	5903	NM_006267	0.35	-0.7	1.05
F2RL3	9002	NM_003950	2.33	1.29	1.04
ESD	2098	NM_001984	0.7	-0.34	1.04
CBL	867	NM_005188	1.47	0.43	1.04
PKD2L2	27039	NM_014386	0.69	-0.35	1.04
LHX1	3975	NM_005568	0.57	-0.47	1.04
SMARCA1	6594	NM_003069	0.96	-0.08	1.04
MNDA	4332	NM_002432	-0.15	-1.19	1.04
ZNF395	55893	NM_018660	0.4	-0.64	1.04
PMS2	5395	NM_000535	1.51	0.47	1.04
TSC2	7249	NM_000548	0.39	-0.65	1.04
PTTG1	9232	NM_004219	0.45	-0.59	1.04
TCFL4	6945	NM_170607	1.02	-0.02	1.04
TGIF2	60436	NM_021809	0.74	-0.3	1.04
RHOG	391	NM_001665	0.02	-1.02	1.04
EDEM1	9695	XM_376201	-0.3	-1.34	1.04
GPS1	2873	NM_004127	2.38	1.34	1.04
PDE1B	5153	NM_000924	1.38	0.34	1.04
MAP4K2	5871	NM_004579	1.09	0.06	1.03
GRB7	2886	NM_005310	1.82	0.79	1.03
SLC25A27	9481	NM_004277	0.93	-0.1	1.03
ECM2	1842	NM_001393	0.42	-0.61	1.03
MAD2L1	4085	NM_002358	1.8	0.77	1.03
SULT2A1	6822	NM_003167	0.29	-0.74	1.03
FSTL1	11167	NM_007085	0.18	-0.85	1.03
PHC2	1912	NM_004427	2.73	1.7	1.03
WISP1	8840	NM_003882	0.06	-0.97	1.03
YWHAE	7531	NM_006761	-0.04	-1.07	1.03
ALOXE3	59344	NM_021628	0.89	-0.14	1.03
PPP4R2	151987	NM_174907	-0.25	-1.28	1.03
